external_ingredient_id,external_name,external_exactness_tier,map_state,familyfoodos_food_code,mapping_confidence,nutrition_profile_promoted
ING-0115,Клецки готовые №416/1105,C_INTERNAL_NORMATIVE_FAMILY,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0116,Щавель,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0117,Шпинат,A_REFERENCE,EXACT_EXISTING,SPINACH,HIGH,NO
ING-0118,Свекла молодая с ботвой,UNRESOLVED,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0119,Лук-порей,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0120,Свекла сушеная,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0121,Капуста сушеная,B_PARTIAL_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0122,Картофель сушеный,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0123,Морковь сушеная,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0124,Белые коренья сушеные,UNRESOLVED,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0125,Лук репчатый сушеный,B_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0126,Заправка борщевая (полуфабрикат),C_PROXY,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0127,Капуста квашеная тушеная (полуфабрикат),A_REFERENCE,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0128,Молоко или сливки,UNRESOLVED,FORM_SPLIT_CANDIDATE,,HIGH,NO
ING-0129,Гренки №1107,C_INTERNAL_NORMATIVE_FAMILY,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0130,Мука гречневая,UNRESOLVED,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0131,Крупа для щей (вариант),C_PROXY,UNRESOLVED,,HIGH,NO
ING-0132,Петрушка (корень) сушеная,UNRESOLVED,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0133,Заправка для рассольника,A_REFERENCE,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0134,Заправка для рассольника с перловой крупой,A_REFERENCE,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0135,Заправка для рассольника с томатом,A_REFERENCE,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0136,Пастернак (корень),A_REFERENCE,ALIAS_EXISTING,PARSNIP,HIGH,NO
ING-0137,Сельдерей (корень),C_PROXY,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0138,Консервы из бобовых,UNRESOLVED,FORM_SPLIT_CANDIDATE,,HIGH,NO
ING-0139,Фрикадельки рыбные №226,UNRESOLVED,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0140,Сом,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0141,Окунь морской,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0142,Шампиньоны свежие,C_PROXY,ALIAS_EXISTING,MUSHROOM_WHITE,HIGH,NO
ING-0143,Пельмени готовые №1068/1071,C_PROXY,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0144,Фасоль овощная (лопатка),C_PROXY,ALIAS_EXISTING,GREEN_BEANS,HIGH,NO
ING-0145,Тыква,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0146,Омлет натуральный №288,C_INTERNAL_NORMATIVE_FAMILY,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0147,Лапша домашняя №1106,C_INTERNAL_NORMATIVE,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0148,Перец красный,UNRESOLVED,UNRESOLVED,,HIGH,NO
ING-0149,Мясо готовое (говядина/баранина),UNRESOLVED,UNRESOLVED,,HIGH,NO
ING-0150,Чечевица,A_REFERENCE,ALIAS_EXISTING,LENTILS_DRY,HIGH,NO
ING-0151,Соус ткемали,UNRESOLVED,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0152,Кинза и зелень петрушки,UNRESOLVED,FORM_SPLIT_CANDIDATE,,HIGH,NO
ING-0153,Хмели-сунели,UNRESOLVED,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0154,Баранина (мякоть),C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0155,Жир курдючный,UNRESOLVED,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0156,Алыча,STRUCTURAL_PARENT,FORM_SPLIT_CANDIDATE,,HIGH,NO
ING-0157,Горох или нут,UNRESOLVED,FORM_SPLIT_CANDIDATE,,HIGH,NO
ING-0158,Шафран,UNRESOLVED,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0159,Мята сушеная,UNRESOLVED,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0160,Суповая заправка,UNRESOLVED,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0161,Суп гороховый (концентрат),UNRESOLVED,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0162,Крупа овсяная,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,NO
ING-0163,Крупа пшеничная,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0164,Телятина (мякоть),B_COMPATIBLE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0165,Почки говяжьи,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0166,Язык говяжий,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0167,Сердце говяжье,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0168,Вымя говяжье,B_PARTIAL_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0169,Гусь,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0170,Индейка,C_PROXY,UNRESOLVED,,HIGH,NO
ING-0171,Утка,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0172,Дичь пернатая,UNRESOLVED,UNRESOLVED,,HIGH,NO
ING-0173,Маслины,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0174,Стерлядь,B_PARTIAL_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0175,Судак,B_PARTIAL_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0176,Белуга,UNRESOLVED,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0177,Осетр,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0178,Зубатка пятнистая,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0179,Головизна осетровых,UNRESOLVED,COMPOSITE_OR_PROCESS_OUTPUT,,HIGH,NO
ING-0180,Брюква,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
ING-0181,Спаржа,B_REFERENCE,ALIAS_EXISTING,ASPARAGUS,HIGH,NO
ING-0182,Печень говяжья,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,NO
